dispersion,suitors borda_mean,suitors borda_stdev,reviewers borda_mean,reviewers borda_stdev
0.0,130.994,6.418501473175898,105,0.0
0.05,130.921,6.113438732262975,105.733,1.2317581857768303
0.1,130.52,6.212422570478782,106.525,1.885452181820035
0.15,130.565,6.318045005592528,107.539,2.439350206392971
0.2,130.208,6.4721421974972575,108.868,3.035422505976687
0.25,130.199,6.361593264966636,110.523,3.690133884845926
0.3,129.696,6.246006451853583,112.567,4.1901155196567155
0.35,129.355,6.584704498558256,114.417,4.919482931397599
0.4,129.177,6.653716475996174,117.134,5.486359826346075
0.45,128.263,6.763547632461575,120.476,6.357030425901376
0.5,127.457,6.827060843420084,124.601,7.042684033690451
0.55,126.587,7.210160706767736,130.188,7.727766454440402
0.6,125.63,7.348544148407975,135.396,8.790019820708508
0.65,124.58,7.2041307247647515,141.836,9.331032749496284
0.7,123.226,7.807552874100942,149.108,10.132472699346541
0.75,122.627,7.456773730942523,155.704,10.331075215828946
0.8,120.893,7.671532011495709,163.27,11.191709179314586
0.85,120.142,7.480226586794666,169.797,10.401729999715768
0.9,118.513,7.833594079105465,175.839,10.284884921955026
0.95,117.822,7.836052559785426,179.539,9.63074401228847
1.0,118.01,8.01087224177705,180.354,9.663025305672031
